latitude,longitude,value
39.47916666650001,124.52083333349997,0.0
39.47916666650001,124.54166666699997,0.0
39.47916666650001,124.56250000049997,0.0
39.47916666650001,124.58333333399997,0.0
39.47916666650001,124.60416666749997,0.0
39.47916666650001,124.62500000099998,0.0
39.47916666650001,124.64583333449997,0.0
39.47916666650001,124.66666666799998,0.0
39.47916666650001,124.68750000149997,0.0
39.47916666650001,124.70833333499998,0.0
39.47916666650001,124.72916666849997,0.0
39.47916666650001,124.75000000199996,0.0
39.47916666650001,124.77083333549997,0.0
39.47916666650001,124.79166666899997,0.0
39.47916666650001,124.81250000249997,0.0
39.47916666650001,124.83333333599997,0.0
39.47916666650001,124.85416666949997,0.0
39.47916666650001,124.87500000299997,0.0
39.47916666650001,124.89583333649998,0.0
39.47916666650001,124.91666666999997,0.0
39.47916666650001,124.93750000349998,0.0
39.47916666650001,124.95833333699997,0.0
39.47916666650001,124.97916667049998,0.0
39.47916666650001,125.00000000399997,0.0
39.47916666650001,125.02083333749997,0.0
39.47916666650001,125.04166667099997,0.0
39.47916666650001,125.06250000449997,0.0
39.47916666650001,125.08333333799997,0.0
39.47916666650001,125.10416667149997,0.0
39.47916666650001,125.12500000499998,0.0
39.47916666650001,125.14583333849997,0.0
39.47916666650001,125.16666667199998,0.0
39.47916666650001,125.18750000549997,0.0
39.47916666650001,125.20833333899998,0.0
39.47916666650001,125.22916667249997,0.0
39.47916666650001,125.25000000599996,0.0
39.47916666650001,125.27083333949997,0.0
39.47916666650001,125.29166667299997,0.0
39.47916666650001,125.31250000649997,0.0
39.47916666650001,125.33333333999997,0.0
39.47916666650001,125.35416667349998,0.0
39.47916666650001,125.37500000699997,0.0
39.47916666650001,125.39583334049998,0.588
39.47916666650001,125.41666667399997,0.0
39.47916666650001,125.43750000749998,0.0
39.47916666650001,125.45833334099997,0.0
39.47916666650001,125.47916667449996,0.0
39.47916666650001,125.50000000799997,0.0
39.47916666650001,125.52083334149997,0.0
39.47916666650001,125.54166667499997,0.0
39.47916666650001,125.56250000849997,0.0
39.47916666650001,125.58333334199997,0.0
39.47916666650001,125.60416667549997,0.0
39.47916666650001,125.62500000899998,0.0
39.47916666650001,125.64583334249997,0.0
39.47916666650001,125.66666667599998,0.0
39.47916666650001,125.68750000949997,0.0
39.47916666650001,125.70833334299998,0.0
39.47916666650001,125.72916667649997,0.0
39.47916666650001,125.75000000999997,0.0
39.47916666650001,125.77083334349997,0.0
39.47916666650001,125.79166667699997,0.0
39.47916666650001,125.81250001049997,0.0
39.47916666650001,125.83333334399997,0.0
39.47916666650001,125.85416667749998,0.0
39.47916666650001,125.87500001099997,0.0
39.47916666650001,125.89583334449998,0.0
39.47916666650001,125.91666667799997,0.0
39.47916666650001,125.93750001149998,0.0
39.47916666650001,125.95833334499997,0.0
39.47916666650001,125.97916667849996,0.522
39.47916666650001,126.00000001199997,0.584
39.47916666650001,126.02083334549997,1.14
39.47916666650001,126.04166667899997,0.0
39.47916666650001,126.06250001249997,0.0
39.47916666650001,126.08333334599997,0.0
39.47916666650001,126.10416667949997,0.542
39.47916666650001,126.12500001299998,0.0
39.47916666650001,126.14583334649997,0.0
39.47916666650001,126.16666667999998,1.013
39.47916666650001,126.18750001349997,0.0
39.47916666650001,126.20833334699998,0.538
39.47916666650001,126.22916668049997,0.563
39.47916666650001,126.25000001399997,0.0
39.47916666650001,126.27083334749997,0.0
39.47916666650001,126.29166668099997,0.0
39.47916666650001,126.31250001449997,0.0
39.47916666650001,126.33333334799997,0.0
39.47916666650001,126.35416668149998,0.0
39.47916666650001,126.37500001499997,0.0
39.47916666650001,126.39583334849998,0.0
39.47916666650001,126.41666668199997,0.0
39.47916666650001,126.43750001549998,0.0
39.47916666650001,126.45833334899997,0.0
39.47916666650001,126.47916668249997,0.0
39.47916666650001,126.50000001599997,0.0
39.47916666650001,126.52083334949997,0.0
39.47916666650001,126.54166668299997,0.0
39.47916666650001,126.56250001649997,0.0
39.47916666650001,126.58333334999998,0.0
39.47916666650001,126.60416668349997,0.0
39.47916666650001,126.62500001699998,0.0
39.47916666650001,126.64583335049997,0.0
39.47916666650001,126.66666668399998,0.0
39.47916666650001,126.68750001749997,0.0
39.47916666650001,126.70833335099996,0.0
39.47916666650001,126.72916668449997,0.0
39.47916666650001,126.75000001799997,0.0
39.47916666650001,126.77083335149997,0.0
39.47916666650001,126.79166668499997,0.0
39.47916666650001,126.81250001849997,0.0
39.47916666650001,126.83333335199997,0.0
39.47916666650001,126.85416668549998,0.0
39.47916666650001,126.87500001899997,0.0
39.47916666650001,126.89583335249998,0.0
39.47916666650001,126.91666668599997,0.0
39.47916666650001,126.93750001949996,0.0
39.47916666650001,126.95833335299997,0.0
39.47916666650001,126.97916668649997,0.0
39.47916666650001,127.00000001999997,0.0
39.47916666650001,127.02083335349997,0.0
39.47916666650001,127.04166668699997,0.0
39.47916666650001,127.06250002049997,0.0
39.47916666650001,127.08333335399998,0.0
39.47916666650001,127.10416668749997,0.0
39.47916666650001,127.12500002099998,0.0
39.47916666650001,127.14583335449997,0.0
39.47916666650001,127.16666668799998,0.0
39.47916666650001,127.18750002149997,0.0
39.47916666650001,127.20833335499997,0.0
39.47916666650001,127.22916668849997,0.0
39.47916666650001,127.25000002199997,0.0
39.47916666650001,127.27083335549997,0.0
39.47916666650001,127.29166668899997,0.0
39.47916666650001,127.31250002249998,0.0
39.47916666650001,127.33333335599997,0.0
39.47916666650001,127.35416668949998,0.0
39.47916666650001,127.37500002299997,0.0
39.47916666650001,127.39583335649998,0.0
39.47916666650001,127.41666668999997,0.0
39.47916666650001,127.43750002349998,0.0
39.47916666650001,127.45833335699997,0.0
39.47916666650001,127.47916669049997,0.0
39.47916666650001,127.50000002399997,0.0
39.47916666650001,127.52083335749997,0.0
39.47916666650001,127.54166669099997,0.0
39.47916666650001,127.56250002449997,0.0
39.47916666650001,127.58333335799998,0.0
39.47916666650001,127.60416669149997,0.0
39.47916666650001,127.62500002499998,0.0
39.47916666650001,127.64583335849997,0.0
39.47916666650001,127.66666669199998,0.0
39.47916666650001,127.68750002549997,0.0
39.47916666650001,127.70833335899997,0.0
39.47916666650001,127.72916669249997,0.0
